Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
132,907,1,3,0,0,0,2,0,2,3,2,2,5,3,5,5,4,3,2,3,1,3,4,4,3,0,0,292
946,247,2,2,0,0,3,2,0,2,4,2,3,4,3,4,4,3,1,2,4,3,4,4,4,2,0,0,50
2743,753,2,3,0,5,0,2,0,3,1,3,1,3,1,1,1,1,1,2,3,1,1,1,3,0,0,0,292
2907,1068,2,3,0,1,0,1,0,2,1,3,3,5,4,4,5,5,2,1,4,1,1,4,4,0,0,0,122
2321,1344,2,3,0,0,2,0,1,2,3,4,3,5,5,5,5,1,4,2,2,2,2,4,4,1,0,2,292
1006,406,2,0,0,1,2,1,0,3,3,5,1,5,5,5,5,4,3,1,1,1,1,3,1,2,0,0,292
1013,421,1,3,0,0,2,1,3,2,4,2,1,5,5,5,5,2,1,4,5,4,3,4,4,2,0,4,292
1898,402,1,2,0,1,1,1,2,2,4,4,2,5,5,5,5,4,1,2,4,1,2,4,4,1,0,3,292
1480,1409,2,3,0,0,1,0,1,2,1,2,2,5,3,5,5,5,2,1,1,1,1,2,5,2,0,0,292
2126,909,2,3,0,0,1,2,2,2,1,2,1,4,4,4,3,4,2,2,3,2,1,3,1,1,0,0,292
2222,1138,2,0,0,0,0,2,1,2,1,3,3,5,5,4,5,4,1,2,2,2,4,3,5,1,0,0,292
2548,257,1,3,0,0,0,2,0,2,2,5,3,5,5,5,5,5,1,1,1,3,1,3,1,0,0,0,154
2856,956,2,0,0,0,1,2,0,3,3,2,3,4,5,4,5,4,1,2,3,2,3,4,4,0,0,0,128
2078,776,2,3,0,1,1,0,2,2,2,3,2,4,4,5,5,4,2,4,3,5,5,5,2,1,0,0,292
1922,448,2,0,0,0,3,0,1,3,3,3,4,4,4,4,4,4,2,1,1,3,1,3,3,1,0,0,292
2938,1139,1,3,0,3,3,2,1,3,1,2,1,5,5,5,3,4,4,1,5,5,2,4,2,0,0,0,292
792,1363,2,3,0,0,2,1,3,2,4,4,3,5,5,3,5,3,4,1,2,2,2,5,2,2,1,4,292
2118,899,1,0,0,0,2,1,0,2,3,1,3,5,5,5,5,3,2,3,2,3,3,3,3,1,0,0,292
141,949,2,2,0,1,0,1,0,2,4,4,3,4,4,4,4,2,1,4,3,3,4,3,3,3,0,0,292
247,417,2,3,0,2,1,0,3,1,4,4,1,5,5,4,2,3,5,3,5,1,1,3,2,2,4,4,292
1846,249,1,2,0,1,3,1,0,2,4,2,4,2,2,2,2,2,4,2,2,4,4,2,5,1,0,0,292
129,892,2,0,0,0,0,0,0,2,1,2,3,4,5,5,4,4,3,3,3,3,4,4,5,3,0,0,292
2211,1094,2,3,0,1,3,1,2,3,1,4,1,5,2,5,5,5,1,2,2,1,4,4,4,1,0,0,192
2615,438,1,0,0,0,1,2,1,2,1,2,3,4,4,4,5,5,1,3,3,3,4,3,4,0,0,0,292
950,259,2,2,0,1,3,1,1,3,2,2,1,5,5,5,3,4,2,3,4,2,3,2,4,2,0,0,50
1384,1212,1,2,0,5,2,2,0,2,1,2,1,5,5,5,5,3,1,4,3,1,5,3,2,2,0,0,292
1246,902,1,0,0,2,1,2,0,2,2,1,1,4,4,4,4,4,2,2,2,2,4,4,3,2,0,0,292
953,264,1,2,0,4,2,1,0,2,2,3,3,5,5,5,4,3,3,2,4,4,3,4,4,2,0,0,49
1324,1069,1,2,0,0,3,2,2,2,2,3,2,5,5,4,5,4,1,1,2,1,1,4,4,2,0,0,248
2555,277,1,0,0,0,1,2,0,2,4,3,1,5,4,5,4,3,3,3,3,1,2,2,5,0,0,0,292
1017,440,2,0,0,0,1,0,0,2,1,2,1,4,4,4,4,4,1,3,3,4,4,4,4,2,0,1,26
2258,1228,1,0,0,0,1,2,1,2,4,2,1,5,5,3,4,4,2,1,3,1,3,3,5,1,0,0,186
1369,1177,2,0,0,1,3,1,2,2,2,1,1,5,5,5,5,4,1,5,3,1,1,4,4,2,0,0,292
367,1328,1,2,0,2,2,1,3,2,2,3,2,4,5,5,4,3,4,3,5,4,4,3,3,2,3,3,292
1849,256,1,3,0,0,3,0,1,2,4,1,5,5,5,3,3,3,4,4,1,5,4,2,5,1,0,0,292
2356,1420,1,2,0,5,2,1,2,2,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,0,1,292
2286,1290,1,3,0,1,1,0,2,2,4,1,4,4,3,4,3,1,2,2,4,4,1,4,4,1,0,0,292
59,437,1,3,0,1,3,0,0,2,2,2,3,5,5,5,4,4,1,1,1,3,1,5,1,3,0,0,292
998,385,2,0,0,0,3,1,0,2,2,4,3,5,5,3,5,5,3,1,2,3,1,3,5,2,0,0,292
186,1230,1,0,0,1,0,1,0,3,2,4,1,4,4,3,4,4,1,1,1,1,1,1,1,3,0,0,223
2919,1101,2,3,0,0,1,0,1,1,4,4,2,4,4,4,5,3,2,1,3,3,3,4,3,0,0,0,292
1853,267,2,2,0,0,0,2,1,2,1,2,1,5,2,5,5,4,1,4,4,2,4,4,5,1,0,0,292
1459,1375,2,3,0,1,1,2,2,2,1,1,4,4,3,5,5,2,1,3,2,3,2,4,4,2,0,0,292
2600,378,1,2,0,2,3,0,2,2,2,4,2,5,4,4,2,4,4,2,2,2,2,2,4,0,0,1,292
143,960,2,3,0,1,0,2,0,3,4,3,1,5,5,5,5,3,1,4,3,1,3,4,4,3,0,0,292
2259,1229,1,3,0,0,3,1,0,2,2,4,2,5,4,3,5,5,2,1,2,2,1,3,4,1,0,0,292
1293,978,2,2,0,0,2,1,2,2,2,2,2,5,2,5,4,3,4,2,3,2,3,3,5,2,0,0,292
2887,1030,2,2,0,0,0,0,1,2,1,1,2,3,2,3,2,3,2,2,2,3,2,2,2,0,0,0,292
2962,679,2,0,4,0,1,1,2,3,4,5,1,5,5,5,5,4,4,1,2,3,1,5,4,2,0,0,141
134,919,2,3,4,5,1,0,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,0,0,0,109
654,645,2,1,4,1,1,0,2,3,3,3,2,3,3,3,3,3,2,1,1,1,1,3,1,3,1,2,256
381,59,1,0,4,3,2,0,3,1,5,4,5,5,5,4,1,2,5,3,3,5,4,2,3,1,3,3,253
1619,1463,1,2,4,2,0,2,2,2,1,1,1,4,3,3,5,5,1,1,1,1,4,4,4,1,2,2,177
759,947,2,3,4,2,1,0,3,2,1,4,2,4,4,4,5,4,3,1,4,4,3,4,3,3,1,2,292
759,1407,1,2,4,5,3,1,3,2,1,4,2,4,4,4,5,4,3,1,4,4,3,4,3,2,1,2,105
1705,957,0,0,4,1,0,1,1,2,2,5,1,5,5,5,5,5,3,1,5,1,1,3,1,2,1,1,60
1057,584,2,1,4,1,1,0,0,3,2,2,2,5,5,5,5,4,1,3,5,3,3,3,4,2,0,0,256
1636,897,1,2,4,4,0,1,2,2,4,3,2,4,4,3,4,2,3,3,2,2,2,4,2,2,1,1,126
3013,915,1,0,4,4,2,0,2,3,2,3,3,4,4,4,4,4,2,2,2,2,3,4,3,0,0,0,7
1054,901,2,2,4,0,0,0,1,1,1,3,2,3,3,2,2,2,1,2,1,3,3,3,3,3,0,0,82
2005,1090,0,3,4,2,1,0,2,2,1,4,2,4,4,4,5,5,2,1,4,1,3,3,2,2,0,1,23
2396,859,0,3,4,4,3,2,0,2,1,4,1,4,4,4,4,4,2,2,2,1,2,4,4,2,0,0,201
1054,553,1,0,4,0,1,0,1,1,1,3,2,3,3,2,2,2,1,2,1,3,3,3,3,0,0,0,60
467,1524,1,3,4,5,0,1,2,1,4,4,3,5,5,5,2,1,5,4,3,3,3,4,2,0,2,2,112
336,755,2,3,4,0,3,0,3,2,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,3,3,3,140
1619,1463,0,1,4,4,1,1,2,2,1,1,1,4,3,3,5,5,1,1,1,1,4,4,4,2,2,2,23
2099,939,0,3,4,5,2,1,1,2,1,3,1,5,4,5,2,2,4,5,5,4,4,2,3,3,0,0,174
760,694,1,3,4,0,0,1,3,2,5,5,5,4,5,3,5,1,5,1,1,1,1,4,1,3,1,1,174
3105,957,1,0,4,3,0,2,0,2,3,2,3,4,3,5,3,3,2,4,3,3,4,4,4,2,0,0,105
1636,152,1,2,4,5,3,1,2,2,4,3,2,4,4,3,4,2,3,3,2,2,2,4,2,0,1,1,112
2875,1146,2,3,4,1,1,2,0,2,1,2,1,3,2,3,5,5,4,1,2,5,5,2,5,0,0,0,174
326,127,1,3,4,5,2,0,3,2,3,3,2,4,4,3,4,3,2,2,3,3,4,3,4,2,3,3,25
2709,550,0,3,4,4,2,1,0,3,1,2,3,1,1,1,1,1,1,3,1,1,3,3,3,1,0,0,232
336,1222,0,0,4,2,3,1,3,2,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,0,3,3,141
896,678,0,2,4,0,0,1,2,2,5,4,3,3,5,2,3,1,4,1,2,3,2,4,3,3,0,0,232
134,28,1,0,4,2,2,1,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,0,0,0,201
441,697,2,2,4,1,0,2,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,0,2,3,140
441,1461,0,2,4,0,2,2,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,1,2,3,232
2820,901,2,1,4,2,1,1,1,3,5,5,4,4,4,2,4,2,4,2,3,4,4,4,4,3,0,0,201
441,152,2,3,4,4,3,1,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,2,2,3,57
2940,1329,2,3,4,5,2,0,0,3,4,4,3,3,2,4,4,4,2,2,2,2,2,4,3,0,0,0,141
3078,128,0,0,4,1,2,1,0,2,2,3,1,4,5,5,4,1,2,3,4,1,4,3,2,3,0,0,23
467,1463,1,2,4,5,3,1,2,1,4,4,3,5,5,5,2,1,5,4,3,3,3,4,2,3,2,2,83
1057,952,0,3,4,3,2,1,0,3,2,2,2,5,5,5,5,4,1,3,5,3,3,3,4,3,0,0,232
2940,886,1,1,4,5,3,2,0,3,4,4,3,3,2,4,4,4,2,2,2,2,2,4,3,3,0,0,82
1134,1256,2,3,4,0,0,2,1,1,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,2,0,0,7
1619,697,2,2,4,2,3,1,2,2,1,1,1,4,3,3,5,5,1,1,1,1,4,4,4,2,2,2,23
677,857,2,0,4,1,2,0,2,2,2,2,1,4,3,4,5,5,3,4,4,4,2,4,4,2,1,1,126
2409,939,2,2,4,1,2,2,1,2,3,2,2,5,4,3,4,1,2,3,2,5,3,2,2,3,0,1,174
1545,761,2,2,4,0,3,0,2,2,4,4,3,3,5,4,5,3,1,1,1,1,1,3,4,0,0,0,7
1059,722,0,0,4,4,2,0,0,2,4,4,1,3,3,4,3,1,4,1,2,1,1,2,4,0,0,0,201
336,861,0,0,4,1,0,1,3,2,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,3,3,3,140
1298,1256,1,1,4,5,1,2,0,2,3,3,2,4,1,4,4,4,3,3,4,3,4,4,4,3,0,0,256
1214,1146,2,3,4,2,3,0,2,2,4,4,4,5,4,5,5,4,3,3,2,2,2,3,2,1,0,0,140
3013,939,0,0,4,3,3,1,2,3,2,3,3,4,4,4,4,4,2,2,2,2,3,4,3,1,0,0,141
1054,700,0,1,4,2,2,1,1,1,1,3,2,3,3,2,2,2,1,2,1,3,3,3,3,2,0,0,253
336,686,1,1,4,4,1,0,3,2,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,2,3,3,105
648,1385,2,3,4,5,3,2,2,2,3,2,3,4,4,4,5,4,1,2,4,3,1,2,1,2,1,3,232
2716,7,1,1,4,3,2,0,0,3,1,1,3,3,3,4,5,4,3,3,4,2,2,2,2,2,0,0,82
1135,584,1,2,4,3,0,0,0,2,2,1,3,3,2,2,3,3,3,2,1,1,1,2,1,1,0,1,141
2820,1329,0,2,4,3,2,2,1,3,5,5,4,4,4,2,4,2,4,2,3,4,4,4,4,2,0,0,177
2152,731,2,3,4,4,3,0,0,1,3,4,4,3,2,5,3,3,5,4,3,4,3,4,5,1,0,2,105
881,7,1,1,4,4,3,1,0,3,4,4,1,5,5,3,4,2,3,3,4,2,5,4,3,3,0,0,201
2327,994,2,0,4,5,2,2,0,1,3,4,3,4,4,3,4,2,4,1,1,1,1,4,1,3,0,0,253
2905,618,1,0,4,4,2,0,2,3,1,3,3,5,5,5,5,5,2,1,3,2,3,5,5,2,0,0,109
1059,1065,1,0,4,4,0,2,0,2,4,4,1,3,3,4,3,1,4,1,2,1,1,2,4,2,0,0,256
1054,572,2,2,4,2,0,0,1,1,1,3,2,3,3,2,2,2,1,2,1,3,3,3,3,3,0,0,141
1119,886,0,3,4,4,1,2,2,2,2,1,1,4,4,5,4,3,1,1,4,3,2,3,2,3,0,4,7
3054,1388,0,2,4,2,3,1,0,2,5,4,5,3,5,3,5,2,4,1,1,1,1,3,4,3,0,0,57
1059,669,2,2,4,3,2,0,0,2,4,4,1,3,3,4,3,1,4,1,2,1,1,2,4,1,0,0,253
3054,1222,1,3,4,5,1,0,0,2,5,4,5,3,5,3,5,2,4,1,1,1,1,3,4,3,0,0,112
453,986,0,2,4,3,3,1,3,1,4,4,3,4,4,3,3,4,4,2,2,3,3,4,3,2,2,4,112
1545,561,1,0,4,2,1,1,2,2,4,4,3,3,5,4,5,3,1,1,1,1,1,3,4,0,0,0,33
2716,897,0,3,4,4,2,0,0,3,1,1,3,3,3,4,5,4,3,3,4,2,2,2,2,3,0,0,23
2120,553,2,0,4,2,0,1,0,1,1,4,3,3,2,4,1,5,4,2,2,3,4,4,5,1,0,3,109
749,957,0,1,4,0,2,2,3,1,4,4,5,4,4,5,4,4,2,1,4,5,3,3,3,3,1,3,140
441,861,1,1,4,2,1,0,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,2,2,3,140
1298,767,0,0,4,4,2,0,0,2,3,3,2,4,1,4,4,4,3,3,4,3,4,4,4,0,0,0,112
287,843,2,1,4,3,1,1,3,2,2,1,2,4,5,5,4,3,2,2,4,4,4,2,3,1,4,3,126
134,1256,1,1,4,5,1,2,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,3,0,0,57
654,30,0,2,4,5,3,2,2,3,3,3,2,3,3,3,3,3,2,1,1,1,1,3,1,1,1,2,7
881,1146,0,0,4,0,3,2,0,3,4,4,1,5,5,3,4,2,3,3,4,2,5,4,3,2,0,0,256
441,127,2,0,4,4,0,2,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,0,2,3,105
254,919,2,1,4,2,3,2,2,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,0,4,4,109
896,857,0,3,4,1,1,2,2,2,5,4,3,3,5,2,3,1,4,1,2,3,2,4,3,0,0,0,23
3013,550,2,0,4,4,0,2,2,3,2,3,3,4,4,4,4,4,2,2,2,2,3,4,3,3,0,0,201
1705,128,2,1,4,2,0,2,1,2,2,5,1,5,5,5,5,5,3,1,5,1,1,3,1,1,1,1,201
1727,553,2,0,4,2,3,2,2,2,1,4,4,4,4,5,3,4,2,3,2,1,3,3,3,0,1,2,57
336,618,0,0,4,3,3,2,3,2,4,2,4,4,4,4,4,2,4,3,4,4,4,3,4,2,3,3,60
2702,760,1,0,4,2,0,2,0,2,2,2,3,3,2,3,3,2,1,2,1,3,1,2,2,1,0,0,33
1985,952,1,3,4,0,0,0,0,2,4,2,1,3,5,5,4,2,3,4,3,3,3,4,3,0,0,0,33
134,919,2,1,4,5,1,0,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,3,0,0,140
2735,947,1,1,4,3,0,2,0,2,1,4,2,5,5,5,5,4,1,1,1,1,1,5,5,2,0,0,292
472,722,2,3,4,2,3,1,3,2,1,4,1,4,4,4,4,4,1,1,4,3,3,1,3,2,2,3,177
648,864,2,0,4,3,3,0,2,2,3,2,3,4,4,4,5,4,1,2,4,3,1,2,1,2,1,3,256
1214,952,1,2,4,2,1,1,2,2,4,4,4,5,4,5,5,4,3,3,2,2,2,3,2,2,0,0,25
1011,706,2,1,4,5,1,2,2,2,4,5,3,5,5,4,5,5,5,1,3,3,1,5,5,1,0,0,25
1135,28,2,1,4,0,0,0,0,2,2,1,3,3,2,2,3,3,3,2,1,1,1,2,1,0,0,1,33
453,1388,1,1,4,1,0,2,3,1,4,4,3,4,4,3,3,4,4,2,2,3,3,4,3,0,2,4,33
1225,1524,0,3,4,1,2,1,2,2,1,2,1,5,5,5,5,5,1,2,3,3,5,4,5,1,0,0,25
1135,994,2,3,4,4,3,0,0,2,2,1,3,3,2,2,3,3,3,2,1,1,1,2,1,1,0,1,60
2152,864,1,1,4,2,1,2,0,1,3,4,4,3,2,5,3,3,5,4,3,4,3,4,5,3,0,2,23
2152,591,2,3,4,1,2,1,0,1,3,4,4,3,2,5,3,3,5,4,3,4,3,4,5,0,0,2,126
2099,912,0,2,4,1,2,2,1,2,1,3,1,5,4,5,2,2,4,5,5,4,4,2,3,2,0,0,174
1060,44,1,2,4,2,2,2,0,2,1,1,1,3,3,4,4,4,1,1,2,1,1,2,4,1,0,0,112
2702,706,1,1,4,4,3,2,0,2,2,2,3,3,2,3,3,2,1,2,1,3,1,2,2,0,0,0,256
1767,550,1,1,4,1,1,1,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,3,1,1,177
1134,1461,2,1,4,5,2,0,1,1,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,2,0,0,112
677,678,2,0,4,1,3,2,2,2,2,2,1,4,3,4,5,5,3,4,4,4,2,4,4,2,1,1,25
654,1524,1,2,4,1,1,0,2,3,3,3,2,3,3,3,3,3,2,1,1,1,1,3,1,0,1,2,232
1239,30,2,2,4,2,2,0,1,2,5,4,4,3,3,3,5,2,3,1,1,2,1,3,3,3,0,0,105
2120,697,1,2,4,1,1,2,0,1,1,4,3,3,2,4,1,5,4,2,2,3,4,4,5,3,0,3,60
2099,755,2,0,4,2,1,1,1,2,1,3,1,5,4,5,2,2,4,5,5,4,4,2,3,1,0,0,177
287,1388,2,1,4,4,1,0,3,2,2,1,2,4,5,5,4,3,2,2,4,4,4,2,3,1,4,3,60
1678,986,2,0,4,5,0,0,3,3,3,2,2,4,4,4,5,2,4,2,3,5,4,3,4,0,1,1,109
441,1090,0,3,4,0,3,0,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,0,2,3,174
2339,127,1,3,4,0,0,1,0,3,1,4,1,5,5,5,3,1,3,1,3,1,1,4,3,2,0,0,141
2716,1407,1,0,4,3,0,0,0,3,1,1,3,3,3,4,5,4,3,3,4,2,2,2,2,1,0,0,292
2152,957,2,2,4,1,2,2,0,1,3,4,4,3,2,5,3,3,5,4,3,4,3,4,5,0,0,2,232
472,1197,0,3,4,0,2,1,3,2,1,4,1,4,4,4,4,4,1,1,4,3,3,1,3,0,2,3,109
2820,1255,1,0,4,0,0,1,1,3,5,5,4,4,4,2,4,2,4,2,3,4,4,4,4,0,0,0,33
881,678,2,1,4,5,3,1,0,3,4,4,1,5,5,3,4,2,3,3,4,2,5,4,3,2,0,0,256
1057,1197,2,0,4,0,1,1,0,3,2,2,2,5,5,5,5,4,1,3,5,3,3,3,4,2,0,0,33
1011,1388,0,3,4,5,1,2,2,2,4,5,3,5,5,4,5,5,5,1,3,3,1,5,5,3,0,0,174
1060,1144,0,3,4,4,3,2,0,2,1,1,1,3,3,4,4,4,1,1,2,1,1,2,4,1,0,0,105
1298,1329,0,1,4,0,2,1,0,2,3,3,2,4,1,4,4,4,3,3,4,3,4,4,4,1,0,0,292
1763,671,1,3,4,4,3,1,4,1,2,5,2,3,4,4,4,4,4,1,1,2,1,3,4,3,1,1,232
1214,584,0,0,4,3,2,0,2,2,4,4,4,5,4,5,5,4,3,3,2,2,2,3,2,3,0,0,23
882,915,2,1,4,0,3,0,0,3,2,4,3,5,5,3,4,2,2,2,1,1,5,4,3,0,0,0,112
134,760,1,2,4,4,0,1,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,0,0,0,109
2709,761,2,3,4,3,2,0,0,3,1,2,3,1,1,1,1,1,1,3,1,1,3,3,3,0,0,0,253
784,678,1,2,4,4,2,2,3,2,2,4,3,2,4,3,4,4,4,1,2,1,1,4,2,1,1,1,141
2940,694,2,1,4,0,3,2,0,3,4,4,3,3,2,4,4,4,2,2,2,2,2,4,3,3,0,0,141
453,986,1,3,4,1,3,1,3,1,4,4,3,4,4,3,3,4,4,2,2,3,3,4,3,1,2,4,23
2962,536,2,2,4,0,1,2,2,3,4,5,1,5,5,5,5,4,4,1,2,3,1,5,4,3,0,0,23
1059,1524,0,3,4,5,0,0,0,2,4,4,1,3,3,4,3,1,4,1,2,1,1,2,4,3,0,0,253
1678,584,1,2,4,3,2,0,3,3,3,2,2,4,4,4,5,2,4,2,3,5,4,3,4,2,1,1,112
134,901,1,2,4,0,0,0,0,2,3,1,3,4,4,4,5,4,2,5,5,1,4,4,4,2,0,0,60
2714,686,0,1,4,5,2,2,0,3,2,4,3,2,3,3,5,4,3,1,1,1,1,3,3,3,0,0,140
1985,994,0,2,4,3,1,0,0,2,4,2,1,3,5,5,4,2,3,4,3,3,3,4,3,3,0,0,112
2327,3,1,0,4,5,1,0,0,1,3,4,3,4,4,3,4,2,4,1,1,1,1,4,1,3,0,0,83
1283,1385,1,3,4,5,1,0,0,3,4,3,4,4,4,4,4,1,3,1,1,4,4,1,4,3,0,1,7
2075,44,1,2,4,5,1,2,2,1,4,3,3,4,4,4,3,2,4,3,3,3,4,3,3,3,0,1,253
648,799,0,1,4,1,0,0,2,2,3,2,3,4,4,4,5,4,1,2,4,3,1,2,1,2,1,3,112
326,6,1,3,4,5,2,1,3,2,3,3,2,4,4,3,4,3,2,2,3,3,4,3,4,0,3,3,33
1767,755,1,0,4,2,3,0,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,1,1,1,292
516,127,2,0,4,0,2,0,2,2,2,5,3,4,4,4,5,5,3,1,3,1,1,4,5,1,2,2,23
2709,1388,1,3,4,4,2,0,0,3,1,2,3,1,1,1,1,1,1,3,1,1,3,3,3,1,0,0,82
2735,915,0,2,4,0,3,2,0,2,1,4,2,5,5,5,5,4,1,1,1,1,1,5,5,0,0,0,232
441,886,2,3,4,5,2,1,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,1,2,3,105
309,536,1,0,4,5,2,1,2,2,1,4,1,5,2,5,4,1,2,4,5,5,5,3,3,0,3,4,25
1119,761,1,0,4,3,3,0,2,2,2,1,1,4,4,5,4,3,1,1,4,3,2,3,2,3,0,4,23
1767,128,2,2,4,2,1,2,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,3,1,1,256
1767,722,1,3,4,5,1,1,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,2,1,1,256
2716,1255,0,3,4,5,3,2,0,3,1,1,3,3,3,4,5,4,3,3,4,2,2,2,2,3,0,0,33
2005,722,0,2,4,1,2,2,2,2,1,4,2,4,4,4,5,5,2,1,4,1,3,3,2,3,0,1,57
441,859,0,3,4,1,2,2,3,1,4,5,4,5,4,3,4,4,3,1,2,3,3,3,2,3,2,3,140
759,127,2,3,4,5,2,2,3,2,1,4,2,4,4,4,5,4,3,1,4,4,3,4,3,2,1,2,232
1743,1359,2,0,9,5,1,2,3,2,1,1,1,1,1,1,1,5,4,1,3,1,3,4,3,1,1,1,292
2918,1100,2,3,9,1,1,0,1,2,4,5,4,4,4,4,5,2,5,1,4,4,2,4,4,0,0,0,292
2227,1151,2,3,9,3,3,0,2,2,5,5,1,5,2,1,5,5,4,1,5,1,1,1,1,1,0,0,190
30,254,2,2,9,0,3,2,0,1,4,5,5,5,5,1,5,3,5,1,1,1,5,5,5,3,0,0,292
2561,301,2,2,9,1,3,0,0,1,3,5,3,5,5,2,4,4,3,1,3,2,1,2,2,0,0,0,153
936,237,2,3,9,0,2,1,3,2,2,2,1,5,4,4,4,4,3,1,3,4,2,3,2,2,0,4,292
1374,1186,1,3,9,2,2,1,0,2,4,5,2,4,4,2,4,2,4,1,1,1,1,4,4,2,0,0,292
1388,1216,1,3,9,5,2,1,0,2,5,5,2,4,5,2,1,1,5,1,1,1,1,5,4,2,0,0,265
1379,1196,2,3,9,0,2,1,1,2,2,5,3,5,5,5,5,3,1,1,1,1,1,5,3,2,0,0,35
1331,1095,1,3,9,1,3,1,0,2,2,4,2,3,4,1,4,4,4,1,4,3,1,5,1,2,0,0,292
2234,1162,1,2,9,1,3,0,2,2,3,4,2,3,4,3,2,2,4,2,2,2,2,3,3,1,0,0,292
2544,239,2,1,9,0,1,2,1,2,2,5,3,5,5,4,5,2,4,1,1,1,1,3,4,0,0,0,292
1945,506,1,1,9,0,1,2,1,2,1,5,1,4,4,3,5,5,1,1,2,4,3,5,3,1,0,0,214
1944,492,2,1,9,0,3,1,0,2,4,4,2,5,5,4,4,5,2,2,2,2,2,4,2,1,0,0,292
32,269,2,3,9,0,0,1,0,2,2,4,2,4,4,4,4,2,4,1,1,1,1,4,1,3,0,0,292
1482,1411,2,2,9,0,3,0,0,2,4,5,2,5,5,3,5,4,2,1,1,1,1,5,3,2,0,0,292
3015,1337,1,0,9,5,2,1,2,3,1,1,1,5,5,5,5,5,1,5,1,1,5,1,5,0,0,0,112
2037,695,1,3,9,1,3,2,2,2,1,3,2,4,4,5,5,5,1,1,5,5,5,3,3,1,0,0,292
2543,235,2,3,9,1,1,1,2,2,2,4,2,5,4,4,4,4,3,3,3,2,2,3,2,0,0,0,155
2030,677,1,3,9,0,2,2,0,2,1,5,3,4,4,3,5,4,1,1,1,1,1,4,2,1,0,1,208
925,226,1,3,9,2,2,1,0,2,1,4,3,4,4,4,4,4,2,1,1,1,1,1,1,2,0,0,292
40,333,2,1,9,1,1,0,0,2,1,5,2,5,5,5,5,5,1,5,5,1,1,5,1,3,0,0,292
2579,336,1,3,9,1,3,0,1,2,3,4,4,2,3,3,4,4,1,2,1,2,3,3,2,0,0,0,292
2358,1422,2,1,9,1,3,0,0,3,2,5,3,4,2,1,3,2,4,1,1,1,1,5,3,1,0,0,292
2026,670,2,2,9,0,1,0,3,2,5,4,4,5,4,4,5,1,3,1,3,3,1,1,3,1,0,0,209
2573,327,1,3,9,0,1,2,3,2,4,4,3,4,3,4,4,1,3,1,1,1,1,1,4,0,0,0,292
1434,1308,2,3,9,0,3,2,1,2,3,5,2,4,5,4,4,4,3,1,4,3,1,3,4,2,0,1,27
565,214,2,3,9,1,1,2,2,2,3,3,4,4,4,4,5,4,2,3,4,2,3,4,5,2,1,0,292
1872,324,2,2,9,0,2,1,0,2,4,4,3,5,4,4,5,4,2,1,2,3,1,4,4,1,0,0,292
2986,1247,1,3,9,0,0,2,0,2,2,4,2,4,4,2,5,4,4,2,2,2,2,4,3,0,0,0,115
2572,326,2,3,9,0,1,2,0,3,2,4,2,3,3,1,4,4,1,1,1,1,1,4,4,0,0,0,292
829,1485,2,1,9,0,3,0,2,2,1,5,1,5,5,3,5,5,3,1,5,1,1,4,2,2,1,0,292
1389,1217,2,3,9,5,2,1,0,2,2,5,2,4,4,4,4,4,4,1,1,1,1,4,4,2,0,0,19
2300,1310,2,3,9,1,3,2,1,2,2,5,2,5,3,3,5,4,1,1,4,3,2,4,3,1,0,1,292
924,223,2,3,9,0,3,1,0,2,4,5,3,5,3,2,5,3,2,1,3,4,3,5,4,2,0,0,292
1301,993,2,3,9,1,2,1,0,1,3,5,1,3,4,4,4,3,5,1,5,4,1,4,4,2,0,0,292
